"movieId","tag","relevance","title","genres","ratings_mean","ratings_count"
"201773","technology","0.935","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"201773","action","0.908","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"201773","pg-13","0.8945000000000001","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"201773","visually appealing","0.8852500000000001","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"201773","superheroes","0.8725","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"201773","plot twist","0.8685","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"201773","original","0.8572500000000001","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"201773","plot","0.8342499999999999","Spider-Man: Far from Home (2019)","Action|Adventure|Sci-Fi","3.712522046","1134"
"195159","visually appealing","0.93625","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"195159","original","0.926","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"195159","visually stunning","0.8955","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"195159","superheroes","0.8265","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"195159","storytelling","0.8225","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"195159","action","0.8015000000000001","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"195159","good","0.79725","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"195159","pg-13","0.7945","Spider-Man: Into the Spider-Verse (2018)","Action|Adventure|Animation|Sci-Fi","4.1113452189999995","3085"
"194448","social commentary","0.94575","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"194448","touching","0.87425","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"194448","mentor","0.8712500000000001","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"194448","heartwarming","0.8674999999999999","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"194448","great acting","0.8592500000000001","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"194448","segregation","0.8540000000000001","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"194448","friendship","0.8170000000000001","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"194448","good","0.8069999999999999","Green Book (2018)","Comedy|Drama","3.9436834089999997","1971"
"192803","drama","0.8029999999999999","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192803","mentor","0.79575","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192803","good","0.772","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192803","heartwarming","0.7677499999999999","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192803","pg-13","0.7665","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192803","friendship","0.7617499999999999","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192803","biographical","0.7585","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192803","redemption","0.737","Bohemian Rhapsody (2018)","Drama","3.7252440730000003","2151"
"192389","action","0.90875","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192389","pg-13","0.81175","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192389","silly","0.72425","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192389","chase","0.72175","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192389","plot","0.70075","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192389","better than expected","0.6975","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192389","original","0.6765","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192389","mentor","0.67525","Venom (2018)","Action|Horror|Sci-Fi|Thriller","3.29143898","1098"
"192385","original","0.8387500000000001","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"192385","love story","0.7782500000000001","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"192385","mentor","0.74675","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"192385","romantic","0.7390000000000001","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"192385","oscar","0.737","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"192385","pg-13","0.71375","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"192385","great acting","0.65675","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"192385","drama","0.64775","A Star Is Born (2018)","Drama|Romance","3.605566219","1042"
"189713","social commentary","0.94375","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189713","original","0.89575","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189713","political","0.8567499999999999","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189713","drama","0.8554999999999999","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189713","suspense","0.7975000000000001","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189713","good soundtrack","0.75875","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189713","storytelling","0.73925","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189713","dark humor","0.7375","BlacKkKlansman (2018)","Comedy|Crime|Drama","3.7065481","1237"
"189333","assassin","0.94175","Mission: Impossible - Fallout (2018)","Action|Adventure|Thriller","3.746129032","1550"
"189333","espionage","0.9085","Mission: Impossible - Fallout (2018)","Action|Adventure|Thriller","3.746129032","1550"
"189333","action","0.8885000000000001","Mission: Impossible - Fallout (2018)","Action|Adventure|Thriller","3.746129032","1550"
